transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,hour,day,is_fraud
TXN-CCE5EEDC87E3,USR0018,3741.82,2024-01-16 09:47:19.000000,62,3,5,92,2,2,98629.44,success,133,9,1,0
TXN-9850590BA3AB,USR0075,2449.7965939517517,2024-04-14 18:06:10.000000,50,31,12,199,2,0,154066.0,success,1002,18,6,0
TXN-C5A2E1450904,USR0071,3659.0,2024-02-17 06:50:37.944834,62,20,5,84,1,0,98404.71,success,604,6,5,0
TXN-F064CBFCE68C,USR0062,7246.89,2024-02-24 10:15:00.000000,54,25,5,223,1,1,96714.74,success,1139,10,5,0
TXN-35B6033D3CE2,USR0032,3204.18,2024-06-04 03:23:45.000000,54,24,9,8,2,1,14809.63,success,1268,3,1,0
TXN-0727746071F6,USR0056,887.0,2024-04-07 00:41:09.000000,45,25,4,211,1,1,161329.72,success,1269,0,6,0
TXN-8349BE846A4F,USR0062,4382.94,2024-02-28 10:25:00.000000,54,32,10,90,0,1,76589.08,success,1138,10,2,0
TXN-12005FE69893,USR0059,5987.68,2024-02-21 03:51:00.000000,13,7,8,94,2,1,177999.39,success,311,3,2,0
TXN-8CEF16BD646B,USR0062,2149.185365347418,2024-02-13 04:15:23.619216,69,44,4,90,2,3,112814.26,success,1144,4,1,0
TXN-819681972896,USR0042,2817.0,2024-05-24 06:22:41.000000,50,31,9,42,2,1,60182.19,success,1159,6,4,0
TXN-83C0502401EB,USR0046,5370.79,2024-02-18 07:25:32.000000,44,36,5,28,1,1,68661.03,success,745,7,6,0
TXN-8669F0B8330F,USR0055,1327.7652971021748,2024-03-16 20:59:36.015971,61,19,10,57,1,2,157210.26,success,653,20,5,0
TXN-378DC3C3B958,USR0060,4629.0,2024-01-29 07:06:02.080346,50,41,5,99,2,2,61537.9,success,753,7,0,0
TXN-5B7BF99BED4F,USR0073,6512.4610673853895,2024-05-18 23:45:54.000000,57,2,10,33,0,2,0.0,success,1055,23,5,0
TXN-788DD8A6E47B,USR0030,2403.0,2024-06-02 00:00:00.000000,34,9,7,186,2,1,9255.9,success,25,0,6,0
TXN-7F07C8B1FC50,USR0023,3024.945033819514,2024-02-11 12:11:39.000000,39,23,2,137,0,3,0.0,success,563,12,6,0
TXN-C9B7F89B9E85,USR0009,2985.2424726219588,2024-02-06 19:04:51.000000,14,32,4,123,2,0,114243.26,success,1210,19,1,0
TXN-06AEF2CA83A7,USR0038,1450.145992309198,2024-03-21 07:52:06.967577,37,24,8,175,1,0,0.0,success,1290,7,3,0
TXN-AADFB4046C26,USR0033,0.0,2024-02-24 01:27:09.964987,0,34,7,104,1,2,162063.17,success,331,1,5,0
TXN-3C3337C2CE06,USR0064,4915.241302623364,2024-02-13 07:04:24.000000,63,22,9,86,2,1,176131.84,success,252,7,1,0
TXN-075A9FC3804B,USR0074,3197.200099689304,2024-02-21 21:21:06.000000,31,21,3,166,0,2,18557.62,success,1106,21,2,0
TXN-D514D3634FE1,USR0043,367.55,2024-05-19 03:49:00.000000,20,14,6,88,1,2,68661.03,failed,233,3,6,1
TXN-05AAA195C0E9,USR0038,5930.1922,2024-04-02 04:15:19.325234,66,27,4,223,1,0,0.0,success,283,4,1,0
TXN-91F258A8552F,USR0077,2936.85,2024-03-21 15:27:00.000000,4,42,9,194,0,2,45211.5,success,1238,15,3,0
TXN-AF7C173DC0F9,USR0062,5918.080436872633,2024-03-03 12:49:02.000000,50,31,6,90,0,2,67543.79,success,1132,12,6,0
TXN-ED802ECECBA0,USR0025,11570.0,2024-03-25 10:11:56.000000,63,9,6,74,0,2,155265.14,success,1115,10,0,0
TXN-0D6C365B377A,USR0023,3671.84,2024-02-04 18:06:04.272130,66,23,6,89,2,2,0.0,success,559,18,6,0
TXN-D876C1112356,USR0065,2477.1482564189305,2024-03-19 00:00:00.000000,4,28,9,142,2,2,33287.43,failed,148,0,1,1
TXN-5FB9DFAC8C83,USR0075,3262.194903053071,2024-03-31 23:13:00.000000,16,25,9,199,1,3,169131.47,success,1004,23,6,0
TXN-A1C64C7ECC74,USR0075,2036.0825307067348,2024-04-05 11:21:41.000000,56,34,12,199,0,1,164849.81,success,1015,11,4,0
TXN-70C0FD3D21E2,USR0008,368.62,2024-04-07 14:54:00.000000,20,13,12,189,1,1,44884.15,success,684,14,6,0
TXN-DB78B768E324,USR0052,1079.43,2024-03-09 02:45:47.000000,59,12,5,223,1,1,149983.66,success,398,2,5,0
TXN-5E288C4A0928,USR0077,2382.400005805304,2024-03-15 09:10:19.000000,46,28,12,162,0,2,60951.39,success,1243,9,4,0
TXN-25B086FECEEF,USR0057,2133.6926886000483,2024-01-24 11:15:51.199283,27,18,7,43,2,1,45635.46,success,325,11,2,0
TXN-193BB001FEEE,USR0033,2340.8127902379965,2024-02-24 15:18:01.000000,0,34,6,196,1,2,159722.36,success,329,15,5,0
TXN-BF17CD286AE4,USR0043,253.0,2024-06-24 13:17:28.000000,17,29,7,88,1,2,120320.13,success,242,13,0,0
TXN-D6CB3E46356B,USR0076,9027.55,2024-05-19 00:31:03.649581,68,26,8,106,0,1,0.0,success,209,0,6,0
TXN-57696683579C,USR0079,2322.8607220839776,2024-04-12 01:30:00.000000,31,39,1,120,2,4,109947.07,success,120,1,4,0
TXN-307CC0AFBF62,USR0053,3809.0,2024-05-15 06:12:00.000000,20,37,9,76,1,0,76849.79,success,695,6,2,0
TXN-628469B210E7,USR0049,807.79,2024-04-18 19:05:00.000000,45,10,5,27,2,1,69235.74,success,489,19,3,0
TXN-C04037F01FFE,USR0076,5711.275177882097,2024-05-10 23:57:28.000000,3,5,3,116,1,1,0.0,success,203,23,4,0
TXN-7A7F25526C5A,USR0019,203.77818057898202,2024-02-02 14:31:06.167884,0,1,3,167,2,1,144546.08,pending,542,14,4,0
TXN-3C433F0E7EF6,USR0014,1765.3209819096658,2024-05-02 17:03:44.223205,56,0,12,73,0,1,26703.95,success,1290,17,3,0
TXN-FFF1B851781A,USR0015,1043.49,2024-04-12 22:40:20.000000,39,41,1,138,0,3,0.0,pending,514,22,4,0
TXN-B71F14CCFEDF,USR0053,1808.8101521931026,2024-05-11 22:55:22.715909,20,1,5,76,1,0,68661.03,success,685,22,5,0
TXN-D8D0EF4BDA9F,USR0032,1685.0,2024-04-09 06:34:06.000000,31,20,5,195,1,0,27205.84,success,943,6,1,0
TXN-5549258FEFEB,USR0006,1752.5684279826069,2024-06-16 05:42:00.000000,54,32,3,51,2,3,96880.82,success,872,5,6,0
TXN-9489D3890781,USR0061,2959.0,2024-05-01 13:56:11.000000,12,9,9,153,2,0,68661.03,success,98,13,2,0
TXN-95B8623A63F7,USR0051,363.0,2024-05-29 22:29:35.000000,62,21,10,152,2,3,72947.22,success,890,22,2,0
TXN-63F1C3EE268C,USR0040,4410.0,2024-04-05 06:54:24.193027,31,44,8,44,2,0,3979.03,success,291,6,4,0
TXN-98A9F393FA99,USR0020,15295.99,2024-06-14 03:57:24.000000,33,39,9,49,2,0,26281.15,success,1229,3,4,0
TXN-10DBDB6A6176,USR0027,3754.0,2024-05-08 00:00:00.000000,4,8,6,191,1,2,46117.49,success,449,0,2,0
TXN-D695F56DC81B,USR0014,879.47,2024-05-12 02:03:49.000000,56,24,9,73,0,1,20642.79,success,261,2,6,0
TXN-E0B2676AF783,USR0004,6766.49,2024-04-20 20:02:06.000000,59,27,12,223,2,3,0.0,success,1070,20,5,0
TXN-AF0270B29ED9,USR0023,8025.19,2024-05-18 09:51:57.000000,37,41,3,137,0,2,68661.03,success,573,9,5,0
TXN-FEC6B11CBA5F,USR0068,943.0,2024-01-06 13:40:03.000000,61,19,12,193,0,2,10192.31,success,33,13,5,0
TXN-4E999CAC5380,USR0053,4499.274668536771,2024-05-02 07:48:00.000000,20,37,10,76,1,3,109678.01,success,689,7,3,0
TXN-1F9216BA1849,USR0013,8652.93,2024-04-16 18:24:12.000000,37,24,3,64,0,3,0.0,pending,723,18,1,0
TXN-40A877F550D0,USR0068,1390.8412760689998,2024-01-31 09:52:14.028130,14,9,9,144,2,1,0.0,success,38,9,2,0
TXN-D1437A6A4A1C,USR0002,938.3158589517042,2024-03-02 13:00:00.000000,33,7,1,93,1,2,86336.44,success,991,13,5,0
TXN-9934D1B8EA92,USR0036,7231.51,2024-02-19 17:37:02.972888,59,7,3,79,0,3,97204.38,success,806,17,0,0
TXN-80FCA10E5C43,USR0039,8844.535096142903,2024-02-15 03:49:42.000000,31,21,7,210,1,2,2198.41,failed,1275,3,3,1
TXN-46BCE0A9FD36,USR0053,3177.25830712897,2024-05-09 08:56:21.506194,47,15,12,126,1,0,93508.01,success,692,8,3,0
TXN-C3688FB8905F,USR0012,2079.806818103383,2024-04-27 03:17:27.661850,68,28,6,39,2,3,0.0,success,355,3,5,0
TXN-61AE95A595BE,USR0062,0.0,2024-02-28 20:20:31.000000,50,44,6,90,0,2,76589.08,failed,1141,20,2,1
TXN-D458718FF3B2,USR0065,2550.259504749829,2024-03-31 11:11:00.000000,68,26,6,142,2,1,68661.03,success,144,11,6,0
TXN-B084E08B98B8,USR0012,1206.6387571236771,2024-03-31 22:05:23.384760,68,8,12,187,2,3,10052.91,success,357,22,6,0
TXN-FCD0882ECB80,USR0073,4098.54,2024-05-18 06:05:10.623869,45,27,7,71,0,0,0.0,success,1045,6,5,0
TXN-E17304973C28,USR0079,2771.44,2024-04-09 11:05:10.000000,31,28,7,120,2,0,68661.03,success,121,11,1,0
TXN-A2E362483AB1,USR0005,6376.3510680451,2024-02-24 20:54:41.000000,27,19,12,130,1,4,64259.59,success,1218,20,5,0
TXN-39866F777336,USR0054,6365.184304709176,2024-04-19 15:53:22.454193,3,3,1,102,0,1,0.0,success,609,15,4,0
TXN-98D8250A1FA0,USR0018,2611.0,2024-01-19 08:11:44.668162,32,20,1,92,2,1,91793.94,success,139,8,4,0
TXN-4755AA8BE897,USR0017,6700.11,2024-03-20 09:16:42.000000,14,9,8,159,0,1,61194.27,success,1290,9,2,0
TXN-AEDCE75FED79,USR0003,661.6923862434545,2024-05-28 18:23:35.538626,37,24,3,111,2,1,38342.22,success,170,18,1,0
TXN-2DD33A4F551B,USR0066,3892.57,2024-01-25 01:54:00.000000,26,38,3,31,0,0,114133.03,success,644,1,3,0
TXN-52AA9AD76EE8,USR0061,1621.0,2024-04-15 14:49:30.554161,29,38,7,153,1,0,103174.61,success,1290,14,0,0
TXN-BB273FA32FE3,USR0046,6586.659163813668,2024-02-21 08:42:21.002137,13,27,12,181,1,1,0.0,success,739,8,2,0
TXN-5110B5A002A4,USR0072,11245.049799903236,2024-03-04 17:38:58.484859,62,21,7,114,0,3,40065.43,pending,186,17,0,0
TXN-364478D1B6CB,USR0019,293.03,2024-02-13 23:11:05.000000,0,3,7,34,2,0,143408.53,success,530,23,1,0
TXN-F3E56EDCB13E,USR0073,6977.52,2024-05-04 01:56:00.000000,2,5,8,223,0,0,75414.95,success,1053,1,5,0
TXN-3A82234BA7A7,USR0049,697.0,2024-04-26 19:25:00.000000,59,12,9,147,0,1,66900.82,success,486,19,4,0
TXN-25F7D0E8DF83,USR0030,2531.68,2024-05-26 13:16:25.000000,12,9,8,35,2,4,21369.83,success,24,13,6,0
TXN-B87FD08EDE31,USR0072,32035.37,2024-05-23 02:20:46.000000,62,39,5,115,2,3,0.0,success,199,2,3,0
TXN-968373315FD7,USR0006,7952.553328390311,2024-06-11 23:35:51.000000,50,32,12,51,0,3,111908.65,success,1290,23,1,0
TXN-CBE0026C8568,USR0073,4212.0,2024-05-18 05:31:13.928805,10,3,8,33,0,1,0.0,success,1046,5,5,0
TXN-F83F3154F730,USR0017,0.0,2024-03-20 04:41:57.000000,34,11,9,159,0,2,67894.39,success,466,4,2,0
TXN-05007CA62ABE,USR0023,2564.5724,2024-02-03 15:31:44.000000,37,36,2,89,0,2,0.0,failed,554,15,5,1
TXN-64FB549AB668,USR0040,4212.1692504512375,2024-03-27 20:03:33.000000,47,36,8,44,0,0,35634.1,success,293,20,2,0
TXN-678B1493CDCC,USR0008,0.0,2024-04-09 02:10:22.000000,17,15,1,179,0,2,44384.82,success,668,2,1,0
TXN-2BD82B22FE72,USR0060,7096.687712712089,2024-02-19 19:17:00.223326,54,32,2,121,2,2,0.0,success,755,19,0,0
TXN-1A7AFF377047,USR0047,638.56,2024-06-05 13:34:40.000000,31,20,4,101,0,1,49398.35,success,413,13,2,0
TXN-BF9E78F753D2,USR0008,662.95,2024-04-05 19:17:51.000000,20,12,7,179,1,1,68661.03,pending,669,19,4,0
TXN-334530550FFE,USR0073,7740.0,2024-05-10 08:03:21.019277,3,3,1,33,0,0,47657.57,success,1050,8,4,0
TXN-6C1BE684095C,USR0011,5202.846709461414,2024-03-12 08:26:13.044382,2,3,1,56,0,0,46543.24,success,1290,8,1,0
TXN-11650A26F88C,USR0065,4328.8888357503465,2024-04-03 22:58:30.000000,4,42,3,223,2,1,68661.03,success,1288,22,2,0
TXN-DD89F57A2EDC,USR0057,7506.82,2024-06-13 06:31:00.000000,20,38,2,7,2,4,68661.03,success,1290,6,3,0
TXN-428776AA28E5,USR0028,1957.95,2024-03-13 10:54:17.000000,68,21,8,63,0,2,173190.46,success,1035,10,2,0
TXN-03642E0C853B,USR0045,5472.89,2024-05-13 18:56:00.000000,56,34,3,145,0,2,77639.43,success,624,18,0,0
TXN-AEF203D817B3,USR0029,1639.6568557931655,2024-03-21 14:04:25.000000,56,0,4,96,1,3,15115.58,success,576,14,3,0
TXN-946086F393C8,USR0024,6616.56,2024-01-28 03:36:57.000000,39,24,3,85,0,3,138056.98,success,697,3,6,0
TXN-64B1B2084C96,USR0063,4190.54,2024-03-04 18:33:50.000000,14,36,1,203,1,2,128521.8,success,1290,18,0,0
TXN-7F340AC4ADD2,USR0020,5550.39,2024-04-13 01:24:36.387352,33,21,12,49,2,1,89367.57,success,1235,1,5,0
TXN-39903E00C376,USR0015,1564.52,2024-04-05 21:35:00.000000,66,41,8,138,1,0,2209.59,failed,520,21,4,1
TXN-1066A7E2F751,USR0054,6161.856463980901,2024-04-16 00:00:00.000000,57,40,1,134,2,4,3671.48,success,606,0,1,0
TXN-920438F89854,USR0037,2677.996,2024-02-11 18:33:00.000000,62,20,5,95,1,1,77231.74,success,820,18,6,0
TXN-B29959064F8F,USR0006,5501.19,2024-06-04 02:27:12.000000,50,31,1,51,0,2,156888.82,success,868,2,1,0
TXN-065B152D5477,USR0060,6040.284689637622,2024-02-19 17:39:46.868451,54,5,10,184,2,2,0.0,failed,761,17,0,1
TXN-4F70DA513FE6,USR0045,3126.3090862603935,2024-01-20 21:31:03.339912,13,27,12,136,0,2,91821.76,success,625,21,5,0
TXN-01AE7F5EEC0E,USR0029,2371.55,2024-04-19 10:17:02.000000,0,0,8,221,1,1,12744.04,success,1286,10,4,0
TXN-B158F4FB19F6,USR0063,4104.81,2024-03-12 06:51:08.000000,34,40,3,203,1,0,76585.3,success,50,6,1,0
TXN-A27A4973DF49,USR0047,1437.247067442407,2024-05-27 12:55:50.485783,7,35,6,101,1,4,52463.86,success,414,12,0,0
TXN-DB156737580C,USR0024,5757.36,2024-01-28 03:35:52.000000,10,3,3,85,0,0,143828.47,success,704,3,6,0
TXN-7D8D82912E4B,USR0007,734.6802034327114,2024-03-28 11:43:56.773323,63,9,9,158,0,1,53312.5,success,956,11,3,0
TXN-F9B08AFB0E96,USR0033,4320.126209188511,2024-02-29 22:48:25.000000,56,1,4,104,1,2,155402.24,success,326,22,3,0
TXN-233E4F739C08,USR0079,5947.2820858539435,2024-04-19 20:32:36.000000,62,21,10,120,2,1,66526.08,success,104,20,4,0
TXN-02F02312E2C5,USR0060,7962.863854364186,2024-02-12 22:20:00.000000,50,31,7,184,2,2,0.0,failed,760,22,0,1
TXN-BD3781AF0141,USR0012,1865.9619736003067,2024-04-08 02:15:59.000000,4,43,2,39,2,3,1768.9,pending,361,2,0,0
TXN-2F116120BF49,USR0063,1450.01,2024-03-25 23:35:51.000000,12,40,10,203,1,1,87923.35,success,55,23,0,0
TXN-CD8964C817AA,USR0074,3938.06,2024-05-25 00:19:53.000000,31,21,3,166,0,0,0.0,success,1093,0,5,0
TXN-B2F3A5F053BC,USR0001,358.0,2024-04-04 02:44:00.000000,60,29,7,177,0,0,57067.74,success,839,2,3,0
TXN-18B7F76ADE48,USR0061,2224.8,2024-06-23 16:13:54.000000,27,38,3,153,1,0,88973.31,success,89,16,6,0
TXN-36848DF428CB,USR0071,796.36,2024-03-06 03:58:00.000000,33,39,2,84,1,3,72179.09,success,596,3,2,0
TXN-0A8042ABA2FF,USR0078,10998.18,2024-02-04 18:42:00.000000,68,26,7,180,0,3,0.0,success,503,18,6,0
TXN-9A7310FA1728,USR0050,3979.835629814822,2024-06-23 09:40:03.000000,62,21,8,165,0,2,68661.03,success,766,9,6,0
TXN-DAEA75E4C489,USR0034,143861.76,2024-05-27 18:28:01.000000,61,17,3,108,2,0,89845.48,success,223,18,0,0
TXN-01E04A0286AC,USR0029,1841.4432751637244,2024-03-14 00:00:00.000000,59,10,4,133,1,3,24740.3,success,582,0,3,0
TXN-D83A15F4C2D5,USR0018,3543.870401282452,2024-01-26 23:02:07.000000,31,39,4,92,1,2,55208.05,success,138,23,4,0
TXN-09337D6D0983,USR0047,1646.2891429097579,2024-05-26 15:53:33.089291,33,21,6,101,1,2,53901.11,success,421,15,6,0
TXN-6F3F35054B0A,USR0063,4047.93,2024-03-27 00:00:00.000000,63,11,3,91,2,0,83875.42,success,52,0,2,0
TXN-D73544FB870B,USR0051,767.0,2024-05-25 07:09:27.733743,31,39,8,163,2,0,73726.38,pending,887,7,5,0
TXN-699108EAAECB,USR0023,10906.51,2024-01-31 16:11:48.183552,66,41,12,137,0,2,0.0,success,550,16,2,0
TXN-F1A6E6807087,USR0045,6100.90531717155,2024-01-20 16:24:17.930617,56,40,3,145,0,2,68661.03,success,628,16,5,0
TXN-0598F0C057FB,USR0016,2255.9444060376327,2024-03-12 02:36:36.000000,60,13,12,188,0,3,23885.61,success,384,2,1,0
TXN-C1CDEDB4ED9B,USR0069,2273.326567874607,2024-02-28 05:08:44.396062,66,23,1,148,1,3,113139.56,success,900,5,2,0
TXN-714780F2885B,USR0034,10304.347169093962,2024-06-01 11:11:28.000000,11,8,9,108,2,4,131184.05,success,1290,11,5,0
TXN-3D1004EF2EDD,USR0069,1434.51,2024-03-05 17:57:51.000000,12,34,1,148,2,3,107550.28,success,921,17,1,0
TXN-1CC088F31FB5,USR0044,1688.7531832876507,2024-03-10 11:50:00.000000,29,38,1,164,2,0,180081.36,success,1290,11,6,0
TXN-FE6CF61A9F61,USR0065,2947.83,2024-03-30 07:18:38.800120,68,4,10,182,2,1,18414.98,success,161,7,5,0
TXN-A41C6CA14DF8,USR0042,1547.3280611288064,2024-05-31 02:26:47.438943,54,32,5,201,0,0,46376.88,success,1165,2,4,0
TXN-D5C370D0840E,USR0023,8465.22,2024-02-19 22:42:40.000000,66,41,3,137,0,2,68661.03,success,565,22,0,0
TXN-6476C8D5329B,USR0078,2588.729887983136,2024-01-23 19:27:51.000000,42,42,9,180,0,3,29265.07,success,501,19,1,0
TXN-CE4E4EDF9E52,USR0041,10300.16,2024-04-20 10:48:23.000000,9,5,3,65,2,1,115492.65,success,960,10,5,0
TXN-25E71AFD5C36,USR0073,7232.022629090582,2024-05-09 18:58:00.000000,10,5,3,71,0,0,55398.46,success,1290,18,3,0
TXN-F8500D36779E,USR0065,3299.60481068166,2024-03-21 08:59:47.000000,11,43,4,142,1,1,29987.82,success,152,8,3,0
TXN-77A513F5E1B2,USR0021,8410.075890944774,2024-03-08 19:12:11.000000,57,5,2,77,0,2,127972.5,success,1182,19,4,0
TXN-2BEDE2FEFE02,USR0068,1623.9423687189128,2024-01-13 01:55:11.000000,61,17,5,193,2,2,2284.49,success,31,1,5,0
TXN-3CD46F764B37,USR0066,3468.134819662645,2024-01-30 23:57:47.470887,23,19,9,70,0,0,97926.79,pending,642,23,1,0
TXN-931CF31BB0AE,USR0065,2122.51,2024-03-25 22:40:37.000000,67,28,2,182,2,1,29987.82,failed,154,22,0,1
TXN-53958C5026A1,USR0054,6042.223398774242,2024-04-24 16:50:00.000000,18,14,9,118,2,1,0.0,failed,616,16,2,1
TXN-E10BD4C1F374,USR0052,3869.800781601593,2024-03-12 18:25:00.000000,13,20,4,68,1,1,139573.73,success,385,18,1,0
TXN-870AD67A3E42,USR0066,4586.39,2024-01-01 04:25:29.601133,23,19,9,113,0,0,159778.4,failed,636,4,0,1
TXN-1367A98F1E6E,USR0007,1128.5640323540736,2024-03-23 14:44:29.000000,63,11,3,103,0,1,54996.33,success,953,14,5,0
TXN-62E78A32A3B6,USR0012,2661.694262530792,2024-04-19 00:00:00.000000,11,29,7,187,2,3,0.0,success,356,0,4,0
TXN-C25D9D1FBDAB,USR0021,509.2287526923419,2024-03-01 23:07:01.776045,3,3,4,77,0,2,144606.63,success,1179,23,4,0
TXN-5155A8757089,USR0074,4991.0,2024-02-11 11:30:18.397786,46,4,8,166,0,2,38494.96,pending,1262,11,6,0
TXN-FE2CF3AEC77A,USR0021,2630.038806082046,2024-02-25 12:38:39.000000,2,2,3,127,0,4,149555.48,success,1184,12,6,0
TXN-D5BD39986294,USR0008,366.3079918389254,2024-03-30 05:17:12.000000,56,44,8,190,1,2,46301.56,success,681,5,5,0
TXN-38C59881AEB7,USR0010,1077.7740785492251,2024-06-14 22:20:00.000000,41,23,8,178,2,0,120024.45,success,475,22,4,0
TXN-6F094AD3A6A1,USR0050,7291.0,2024-05-03 15:31:39.000000,62,20,2,208,1,4,20800.56,success,1265,15,4,0
TXN-920B0B65B979,USR0018,5521.5,2024-01-06 04:55:50.045999,33,20,10,92,2,0,143570.55,success,132,4,5,0
TXN-EB8077660174,USR0070,3626.215348393899,2024-04-04 02:36:00.000000,68,28,6,61,1,2,154431.01,pending,928,2,3,0
TXN-A7093A85DFF6,USR0025,8729.394346549658,2024-04-12 03:47:00.000000,63,22,10,202,0,0,36967.04,success,1290,3,4,0
TXN-777C858DCCA8,USR0026,4062.0,2024-06-12 22:31:45.235402,54,32,10,154,2,4,87224.22,success,364,22,2,0
TXN-1889B891F7AD,USR0041,1233.259158812008,2024-02-03 03:02:06.964046,39,23,3,65,2,1,125416.42,success,962,3,5,0
TXN-703715832F5B,USR0053,4806.7065,2024-05-04 13:34:05.724360,60,13,9,126,1,0,104871.31,success,690,13,5,0
TXN-E997D935424B,USR0021,17091.04,2024-05-08 02:59:16.000000,3,5,8,77,2,2,100855.83,success,1172,2,2,0
TXN-831CDE50D1FE,USR0063,2614.6239381971372,2024-03-08 08:41:00.000000,66,40,9,203,1,0,121717.16,success,68,8,4,0
TXN-2910CED5B6B3,USR0018,4224.40658917553,2024-01-19 00:15:49.000000,33,21,3,30,2,4,68661.03,success,1290,0,4,0
TXN-5748D69CD4D8,USR0038,2.17,2024-03-18 08:39:48.000000,39,41,10,23,1,0,0.0,success,272,8,0,0
TXN-6DAE63E6B8A0,USR0075,1895.0,2024-04-20 22:15:49.000000,59,41,3,199,2,0,142282.25,success,1019,22,5,0
TXN-4CA923CDC284,USR0023,1.0,2024-02-13 18:52:48.959347,66,23,4,223,1,2,0.0,failed,556,18,1,1
TXN-363FB1FF4C23,USR0069,1010.9541062252032,2024-02-18 04:35:47.000000,16,35,3,117,1,3,128891.78,success,915,4,6,0
TXN-E22DD6981AAF,USR0079,1678106.56,2024-04-12 09:40:07.219424,31,39,8,119,2,0,102317.74,success,119,9,4,0
TXN-CF7B35663DDE,USR0033,2435.9211602306764,2024-02-12 10:23:01.235799,1,34,8,104,1,2,173036.44,success,337,10,0,0
TXN-73FF5199B0A3,USR0016,1751.549515107168,2024-03-15 15:07:59.308269,18,14,3,185,0,3,15768.11,success,374,15,4,0
TXN-D8266FB55906,USR0052,3703.6278753282713,2024-02-09 14:52:49.000000,41,25,6,68,1,1,183248.53,success,388,14,4,0
TXN-A6769E0DC386,USR0028,2479.65,2024-03-23 14:02:44.000000,69,31,12,63,0,2,163231.63,success,1034,14,5,0
TXN-7D0EB25BAF2F,USR0035,7351.8010343170445,2024-02-14 07:15:15.000000,14,9,12,197,0,2,167144.49,success,831,7,2,0
TXN-4B3ABDA97E2E,USR0067,2352.76,2024-06-26 17:25:28.000000,2,3,10,52,0,0,119514.59,success,1149,17,2,0
TXN-4021DC914AB0,USR0069,2251.9393472766783,2024-03-07 05:32:15.000000,39,41,1,117,1,1,103793.25,success,913,5,3,0
TXN-D8D5868A640F,USR0015,4527.85,2024-01-17 04:36:40.000000,39,23,3,138,1,3,0.0,success,510,4,2,0
TXN-6EDB0A2E8B1C,USR0001,444.75,2024-04-11 23:32:33.000000,20,15,1,177,0,0,54415.56,success,844,23,3,0
TXN-A52B59A54543,USR0071,4667.14,2024-05-08 18:58:44.000000,31,39,3,84,1,3,32652.14,pending,594,18,2,0
TXN-326694B49359,USR0077,3563.234406071993,2024-03-13 22:09:25.716401,67,28,8,194,0,2,63333.79,success,1245,22,2,0
TXN-DE317E37A406,USR0080,2706.6927932209665,2024-03-22 03:37:00.000000,4,28,12,58,2,2,85490.25,failed,779,3,4,1
TXN-5C79E42062F3,USR0069,1913.745191494168,2024-02-10 18:30:08.034432,16,36,4,117,2,0,136504.28,success,920,18,5,0
TXN-140B7964575A,USR0039,12489.687799031166,2024-01-26 02:18:00.000000,31,21,2,204,1,1,33107.85,success,423,2,4,0
TXN-4C43FA327794,USR0065,3547.23,2024-04-03 19:52:15.000000,68,8,1,182,0,1,6186.78,failed,146,19,2,1
TXN-E5A2FECDE268,USR0052,2851.238340741621,2024-03-02 07:22:02.000000,14,22,4,68,1,1,156908.13,success,400,7,5,0
TXN-5C289F74BD71,USR0064,6875.17,2024-03-06 06:07:00.000000,34,11,8,125,0,3,139558.7,success,244,6,2,0
TXN-92AA478C7A00,USR0036,5346.97,2024-02-10 02:10:28.000000,61,17,7,80,1,3,130827.36,success,803,2,5,0
TXN-67FFB9D8FE6C,USR0073,7921.6594,2024-05-11 18:25:36.028884,2,7,9,71,0,0,32496.46,success,1064,18,5,0
TXN-BE92DF0C90E0,USR0041,1335.2754262480053,2024-01-29 00:18:00.000000,37,23,2,161,2,1,130715.82,success,961,0,0,0
TXN-E4665FF961D1,USR0046,7833.01,2024-02-17 02:10:19.000000,45,10,4,181,1,1,0.0,success,737,2,5,0
TXN-A8C649F0E7D0,USR0034,1678106.56,2024-06-04 20:44:10.333873,67,43,9,108,2,3,68661.03,success,220,20,1,0
TXN-459F0AA24A6B,USR0076,5912.565700746881,2024-05-08 01:48:54.180558,10,3,9,116,0,1,3078.63,success,207,1,2,0
TXN-776F0E61B869,USR0038,4878.841249924699,2024-03-21 00:00:00.000000,37,41,7,60,1,2,0.0,success,286,0,3,0
TXN-2643C2AD49A8,USR0061,0.0,2024-03-27 10:45:42.697628,66,23,7,153,2,0,136647.02,success,99,10,2,0
TXN-DE39A85A8C5C,USR0071,4589.478455913034,2024-02-29 16:37:35.000000,62,39,12,84,1,3,78468.07,success,605,16,3,0
TXN-EC569606F8B2,USR0073,8288.207928878735,2024-05-08 12:49:23.722046,10,5,7,223,0,0,62630.48,success,1060,12,2,0
TXN-45124F95431A,USR0063,4080.2902017775236,2024-03-17 11:57:00.000000,34,22,12,203,1,3,99692.58,success,56,11,6,0
TXN-3E5EDDCDA82C,USR0078,7616.4904023432655,2024-01-23 21:00:23.000000,46,42,3,48,0,3,29265.07,pending,504,21,1,0
TXN-1E1BA27FC68E,USR0013,4510.5541,2024-06-10 06:39:02.947731,66,24,12,40,2,3,0.0,success,729,6,0,0
TXN-063C25D8B4B8,USR0013,9869.93,2024-04-16 18:24:00.000000,37,41,3,29,2,3,0.0,success,731,18,1,0
